County,Route,Facility,Location,MP,Bridge ID#,Gross (tons),KY Type 1 (tons),KY Type 2 (tons),KY Type 3 (tons),KY Type 4 (tons),SU5 (tons),SU6 (tons),SU7 (tons)
Fleming,KY-1325,KY-1325,2.0 MI NOR. OF JCT KY 11,1.928,035B00060N,22,,,,,,,
Fleming,KY-597,KY-597,AT MASON - FLEMING CL,6.312,035B00061N,22,,,,,,,
Fleming,KY-1013,KY-1013,1.3 MI N.E. OF JCT KY 32,7.653,035B00062N,,20,27,34,40,40,40,40
Fleming,KY-1013,KY-1013,5.3 MI N.E. OF JCT KY 32,11.59,035B00064N,22,,,,,,,
Fleming,KY-1722,KY-1722,2.1 MI NOR. OF ROWAN CL,2.294,035B00065N,22,,,,,,,
Fleming,KY-11,KY-11X,SW @JCT-WATER ST-KY 32BUS,0.64,035B00067N,,20,27,34,40,40,40,40
Fleming,KY-170,KY-170,137 ft. W. JCT. KY 1325,0.027,035B00068N,,23,26,30,44,33,35,39
Fleming,KY-3110,KY-3110,.10 MI EAST OF JCT KY 32,0.011,035B00073N,3,,,,,,,
Fleming,KY-3301,KY-3301,.70 MI EAST OF JCT KY 57,0.723,035B00080N,,23,24,27,43,30,30,31
Fleming,KY-3304,KY-3304,.35 MI SW OF JCT KY 158,2.722,035B00084N,,33,35,39,44,42,43,44
Fleming,KY-32,KY 32X,100 FT. W. OF JCT.KY 11X,1.132,035B00094N,,20,27,34,40,40,40,40
Fleming,KY-989,KY-989,ON LEWIS/FLEMING LINE,1.023,035B00102N,,23,24,26,34,27,27,28
Fleming,CR-1052,TAYLOR MILL RD,.6 MI S OF MASON CO.LN.,3.162,035C00014N,22,,,,,,,
Fleming,CR-1229,CR-1229,.05 MI N OF JCT KY 1325,1.091,035C00031N,12,,,,,,,
Fleming,CR-1302,CRAINTOWN RD,.25 MI NW OF JCT KY 57,0.278,035C00037N,32,,,,,,,
Fleming,CR-1325,JOHNSON CRK RD,.1 MI E OF JCT US 68,0.095,035C00039N,18,,,,,,,
Fleming,CR-1336,CR-1336,500' W OF JCT KY 170,0.063,035C00040N,9,,,,,,,
Fleming,CR-1050,MILL CRK RD,.10 MI SOU. OF MASON CL,0.135,035C00043N,33,,,,,,,
Fleming,CR-1176,POPLAR GROVE RD,2 MI NW OF JCT KY 57,0.929,035C00046N,39,,,,,,,
Fleming,CR-1030,COLGAN RD,.9  MI. EAST- KY 402,0.955,035C00056N,39,,,,,,,
Fleming,CR-1211,HILLSBORO BR RD,.6 MI W JCT KY 111,0.631,035C00060N,36,,,,,,,
Fleming,CR-1014,SUGAR TREE RD,2.0  MI E  JCT  KY 3302,1.496,035C00062N,33,,,,,,,
Fleming,CS-1108,CS-1108,.04 MI. SW OF JCT. KY 32X,0.05,035C00068N,21,,,,,,,
Fleming,CR-1039,CR 1039,.68 MI N. OF CR 1041,0.698,035C00070N,23,,,,,,,
Fleming,CR-1015,CR 1015 (RYAN RD),4.0 Mi E of KY 1013,0.475,035C00071N,17,,,,,,,
Fleming,CR-1136,CR 1136,187 ft N. of JCT. KY 3304,0.044,035C00072N,19,,,,,,,
Fleming,CR-1007,WOOLEY RD. CR 1007,.2 MI. S. OF KY 559,2.674,035C00073N,18,,,,,,,
Fleming,CR-1153,CR-1153,.4mi north of jct Ky 3302,0.41,035C00075N,9,,,,,,,
Fleming,CR-1153,CR-1153,.574 mi N of jct Ky 3302,0.586,035C00076N,10,,,,,,,
Fleming,CS-1067,CS 1067 Pride Dr.,158' west of Jct Ky 11X,0.035,035C00077N,18,,,,,,,
Fleming,CS-1084,ELEM.SCHOOL CS1084,148' S. OF KY 11X,0.18,035C00078N,18,,,,,,,
Fleming,CR-1020,CR-1020 Dixon Rd.,@Lewis co line,0.242,035C00079N,10,,,,,,,
Floyd,KY-306,KY-306,@ JCT of KY 122,2.07,036B00008N,,26,29,33,44,36,37,40
Floyd,KY-306,KY-306,.13 MI SOU. OF JCT KY 122,1.999,036B00009N,22,,,,,,,
Floyd,KY-2554,KY-2554,.05 MI S of JCT KY 777,0.676,036B00014N,,38,40,44,44,,,
Floyd,KY-404,KY-404,0.10 MI N of JCT KY 1210,4.273,036B00033N,22,,,,,,,
Floyd,KY-2557,KY-2557,Justell @ JCT US 23,0.225,036B00040N,22,,,,,,,
Floyd,KY-979,KY-979,4.2 MI S of JCT KY 680,7.199,036B00044N,22,,,,,,,
Floyd,KY-1210,KY-1210,3.0 MI SE of JCT KY 404,4.826,036B00048N,22,,,,,,,
Floyd,KY-1210,KY-1210,0.02 MI SE of JCT KY 404,7.726,036B00049N,,30,32,37,44,39,40,43
Floyd,KY-1498,KY-1498,.05 MI SOU. OF JCT KY 122,4.585,036B00051N,,36,37,41,44,,,
Floyd,KY-1498,KY-1498,2.0 MI S of JCT KY 122,2.505,036B00052N,22,,,,,,,
Floyd,KY-7,KY-7,0.1 MI W of JCT KY 550,7.992,036B00054N,,34,35,38,44,39,40,42
Floyd,KY-1086,KY-1086,1.5 MI E of JCT KY 7,1.553,036B00058N,22,,,,,,,
Floyd,KY-1091,KY-1091,.02 MI S.W. OF JCT KY 122,1.188,036B00060N,,36,38,43,44,,,
Floyd,KY-1426,KY-1426,3.0 MI SOU. OF JCT US 23,2.765,036B00067N,22,,,,,,,
Floyd,KY-777,KY-777,0.6 MI N of JCT KY 680,4.916,036B00072N,22,,,,,,,
Floyd,KY-777,KY-777,Garrett Park,0.197,036B00076N,,29,31,35,44,38,39,41
Floyd,KY-194,KY-194,1.3 MI E of JCT KY 1428,1.269,036B00087N,,22,24,28,44,30,32,35
Floyd,KY-979,KY-979,0.2 MI W of S-JCT KY 1426,17.342,036B00091N,,37,44,44,44,,,
Floyd,KY-979,KY-979,.05 MI S OF JCT KY 680,11.363,036B00093N,22,,,,,,,
Floyd,KY-3680,KY-680,50' EAST. KY 122@ MCDOWEL,0.024,036B00100N,,29,30,34,44,38,38,40
Floyd,KY-2029,KY-2029,150' SE of JCT KY 7,1.477,036B00101N,,34,38,43,44,,,
Floyd,KY-80,KY-80,0.35 MI N of Knott Co Ln.,0.356,036B00103N,,20,27,34,40,40,40,40
Floyd,KY-777,KY-777,.5 MI SE OF JCT KY 80,7.681,036B00118N,,32,34,38,44,41,42,44
Floyd,KY-1428,KY-1428,.30 MI SE JCT US 23,5.863,036B00119N,,38,38,40,44,41,42,42
Floyd,KY-3385,KY-3385,1.6 MI SE of JCT KY 194,2.567,036B00122N,4,,,,,,,
Floyd,KY-3,KY-3,0.1 MI SW of KY 321,0.898,036B00135N,,20,27,34,40,40,40,40
Floyd,KY-466,KY-466,1.2 MI S of JCT KY 122,2.915,036B00137N,,40,43,44,44,,,
Floyd,CR-1059,Haywood Dr,0.1 MI  W  KY 302,0.046,036C00005N,30,,,,,,,
Floyd,CS-5004,Old Allen-Pburg Rd,0.1 MI W of KY 1428,0.14,036C00007N,15,,,,,,,
Floyd,CR-1190,Spewing Camp Br,0.1 MI E of KY 122,0.036,036C00011N,18,,,,,,,
Floyd,CR-1246,Anderson Rd,0.1 MI  E  KY 122,0.022,036C00015N,9,,,,,,,
Floyd,CR-1094,HAMMOND RD,50' SE of KY 80,0.012,036C00027N,3,,,,,,,
Floyd,CR-1455,Frank Arnett Ln,0.1 MI S of JCT KY 1427,0.105,036C00030N,9,,,,,,,
Floyd,CR-1078,Stumbo Park Rd,.1 MI N OF KY 1428,0.025,036C00037N,36,,,,,,,
Floyd,CR-1231,Shop Branch,0.18 MI E of JCT KY 122,0.18,036C00043N,33,,,,,,,
Floyd,CR-1962,Bradley Circle Con,500' SE of JCT KY 7,0.064,036C00071N,4,,,,,,,
Franklin,US-460,US 460,0.1 MI W OF KY 1689,2.197,037B00006N,,34,35,38,44,41,41,43
Franklin,KY-1005,KY 1005,0.85 MI W OF KY 1665,2.273,037B00027N,,42,43,44,44,,,
Franklin,KY-2821,KY 2821,0.95 MI S OF US 60,1.923,037B00029N,,28,29,32,40,33,34,35
